"","Endothelial ACKR1","Endothelial RGS5","Endothelial CXCL12","CAFs MSC iCAF-like","CAFs myCAF-like","PVL Differentiated","PVL Immature","B cells Memory","T cells CD8+","T cells CD4+","Macrophage","Monocyte","DCs","Myoepithelial","Luminal Progenitors","Mature Luminal","Plasmablasts","Cancer Cycling","Cancer Her2 SC","Cancer LumB SC","Cancer LumA SC","Cancer Basal SC"
"Bulk_0010",5.85806265604568e-10,0.00106449322834797,0.00456591999582311,0.0523684245812167,0.0263301530546995,0.00663104625737462,0.0157451873345163,0.486430333137204,0.0128730244395593,0.000554018296391596,0.0261332078439984,0.00988725575967618,0.00882762854104827,0.0053380597680501,0.036311876347332,0.00646051980447459,0.137114166260471,0.0311452050461885,0.0135437184453297,0.0821181602889237,0.0365576009835682,0
"Bulk_0011",0.0926766601537274,0.0618228657996587,0.0769957785072802,5.95242936276014e-20,4.66769989292754e-10,2.99486029406391e-09,0.000939741232775717,0.0371406662801908,0.300799306709572,0.300871569698146,0.0190512802636374,0.00663625805167719,0.00766932093868253,0.0109370062640773,0.0310094847337182,0.0114294621981741,0.0304226186085495,0.00135856585980695,0.000442205289780093,3.29258372975281e-20,0.00979720594891508,0
"Bulk_0012",0.00660215491480383,7.02634648773438e-12,0,8.87585181962649e-20,0.00525156645277976,0.229179521236934,0.292309691869689,0,0,0.0391890649284539,0.043122964497516,0.00855900557032495,0.027211390575524,0,0.0604289332091735,0.00286748083838849,0.00200417547370708,3.39469927596408e-13,0.0359522168702415,0.24479611773164,0.00252571582324993,2.08437630851008e-13
"Bulk_0013",0.136852536370756,0.209158332544276,0.143828288703619,0.000423667174464688,0.0116533962002202,0.0171794368463808,0.0215974682629854,0,0.0320335594463656,0.0864781749382234,0.0343607725420505,0.0238370281684804,0.00813480209072583,0,0.0363923558753068,0.00374199085269244,0.0689748230765492,4.52037869597292e-12,0.0215203557912432,0.135171583178365,0.00866142793277477,3.55977318043737e-20
"Bulk_0014",0.0352934939785645,0.053446081028073,0.0478879824406668,0.0394912016336209,0.0136068786821082,0.00529398412578227,0.0170092755885065,6.25786654171154e-19,0.00461184788334616,0,0.00210283068530802,0.00106671155088747,5.00259366274279e-09,0.0448160063412541,0.106979443626753,0.0493373157556934,0.524337911305491,1.90694506497954e-09,0.00172744957555254,0.0307910787845435,0.0222005001043097,0
"Bulk_0015",0.000154238509556676,0.000285575111782237,0.000433879316245041,0.175779377262625,0.0835212833756399,0.125812262931256,0.296198259976619,0.0838594908386075,0.0405360247902011,0.0637322280448986,0.00837431167797804,0.0201649660858779,0.00338463361586273,0.0178429075983695,0.0505053808714038,0.00904693006991373,0.00219431762101529,0,0.000765486119790956,7.90856621333736e-13,0.0174084461815002,6.59232234900459e-14
"Bulk_0016",2.7675658628227e-12,0,1.09275914099575e-15,0.0023884261341642,0.00112282099089591,0.0057102398427954,0.00549157503186484,0.296209578212392,2.81323896433878e-12,3.86077424603305e-12,0.00567624620263564,5.17497400086957e-20,0.00413219726775255,0.0151172746025726,0.0563398505589969,0.0169129203810946,0.452409001398451,0.0070038821415309,0.0114921501575363,0.0909552480402826,0.0290385890275923,5.8036457303185e-20
"Bulk_0017",0.0616556924372121,0.0488358471664824,0.073697545838473,0.0459273223095591,1.69051447427476e-11,0.00608224432319727,0.0266738520681212,0.145908108575633,0.0345287791777175,0.0369088803462644,0.0412532861418581,0.017782047983208,0.00996831482962838,0.0165317683583449,0.081166912270805,0.0129923408334211,0.0237540860988951,0.0971606253762432,0.0164733157685351,0.139081250401486,0.0585453740734691,0.00507240560454133
"Bulk_0018",0.00369636630284152,0.0133701396748964,0.0104180229776777,0.0223565232313536,0.0114019045833214,0.188215394384084,0.278765392957727,0.21306354860701,0.00942614762946727,0.0146672143479433,0.00373536740893872,7.13733873617364e-10,0.00966711311087015,0.00382750822942262,0.0175080237926495,0.00963829219685466,0.152284982709921,1.3180470664952e-11,0.00294122215750704,0.0334853181507687,0.0015315168198308,1.18804851350103e-20
"Bulk_0019",0.139163494442897,0.123824235201704,0.124147389294222,0.135923863827646,0.0719714338942234,1.95263630362274e-07,0.0250118590265571,0.260526426180685,0.0220250463298166,1.08724503740626e-06,0.0168595068426832,0.016519966234162,0.00659504821077995,0.0079604504978561,0.027810049526165,0.00346570961328524,0.00262596366701442,4.79998347582077e-21,0.000191651462905977,0,0.0153766232387303,7.23114640962709e-20
"Bulk_0020",0,2.11399229222657e-21,0.00387181863593227,0.000614675803047607,0.00490086246470015,0.0952478705484261,0.140392036478597,0.0128569086353605,0.0115325507750014,0.0111451255645798,0.00125316729495235,0.00184770052934674,0.000976197057845775,0.138089784208155,0.287155883204254,0.147702708156321,0.121749802765968,0.000939302063578848,0.000581834633527255,1.45740490213589e-19,0.0191417711804062,0
"Bulk_0021",0.149637348813502,0.190186964185113,0.154367938369718,1.04011711983671e-10,0.00694268591585681,0.0434705220122204,0.0619380914553776,0.0183253583648626,0.100515743435898,0.0832061909639436,0.00812270320057776,0.0154416958144353,0.00417078467861231,0.0027548577385355,0.0240535021730421,0.00145516451582766,0.127374835148583,0,0.000904092477326536,6.21425751982925e-20,0.00713152063255639,3.4707316873553e-23
"Bulk_0022",0.00206373708135282,0,0,0.0384112007152691,0.019178188405722,0.176274078009731,0.2000227553856,1.69704928001379e-19,0.00662195664395331,0.0332232809591775,0.00252305988884759,0.00702656764218481,0.00503576288988243,0.0814992915569912,0.257324675442878,0.0635145355566298,0.000743450111911125,0,0.0128675787702525,0,0.0936698809396174,5.86585726138465e-20
