                    p.Moran_I  p.Moran_Z  p.Moran_P  p.Moran_Padj
EDN3_KEL             0.000000   0.000000   1.000000      1.000000
EFNA1_EPHA5          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA1          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA2          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA3          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA4          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA5          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA6          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA7          0.000000   0.000000   1.000000      1.000000
EFNA2_EPHA8          0.000000   0.000000   1.000000      1.000000
EFNA3_EPHA5          0.000000   0.000000   1.000000      1.000000
EFNA4_EPHA5          0.000000   0.000000   1.000000      1.000000
EFNA5_EPHA5          0.000000   0.000000   1.000000      1.000000
EFNB2_GRM1           0.000000   0.000000   1.000000      1.000000
EFNB2_GRM5           0.000000   0.000000   1.000000      1.000000
EGF_FSHR             0.000000   0.000000   1.000000      1.000000
EPGN_EGFR            0.000000   0.000000   1.000000      1.000000
EREG_EGFR            0.000000   0.000000   1.000000      1.000000
EREG_ERBB2           0.000000   0.000000   1.000000      1.000000
EREG_ERBB3           0.000000   0.000000   1.000000      1.000000
EREG_ERBB4           0.000000   0.000000   1.000000      1.000000
F11_GP1BA            0.000000   0.000000   1.000000      1.000000
F2_F2R               0.000000   0.000000   1.000000      1.000000
F2_F2RL1             0.000000   0.000000   1.000000      1.000000
F2_F2RL2             0.000000   0.000000   1.000000      1.000000
F2_F2RL3             0.000000   0.000000   1.000000      1.000000
F2_GP1BA             0.000000   0.000000   1.000000      1.000000
F2_GP1BB             0.000000   0.000000   1.000000      1.000000
F2_GP9               0.000000   0.000000   1.000000      1.000000
F2_ITGA2B            0.000000   0.000000   1.000000      1.000000
F2_THBD              0.000000   0.000000   1.000000      1.000000
F9_LRP1              0.000000   0.000000   1.000000      1.000000
FASLG_TNFRSF6B       0.000000   0.000000   1.000000      1.000000
FCN2_LRP1            0.000000   0.000000   1.000000      1.000000
FGA_CDH5             0.000000   0.000000   1.000000      1.000000
FGA_ITGA2B           0.000000   0.000000   1.000000      1.000000
FGA_ITGA5            0.000000   0.000000   1.000000      1.000000
FGA_ITGAD            0.000000   0.000000   1.000000      1.000000
FGA_ITGAM            0.000000   0.000000   1.000000      1.000000
FGA_ITGAV            0.000000   0.000000   1.000000      1.000000
FGA_ITGAX            0.000000   0.000000   1.000000      1.000000
FGA_ITGB1            0.000000   0.000000   1.000000      1.000000
FGA_ITGB2            0.000000   0.000000   1.000000      1.000000
FGA_ITGB3            0.000000   0.000000   1.000000      1.000000
FGA_PLAUR            0.000000   0.000000   1.000000      1.000000
FGB_ITGA2B           0.000000   0.000000   1.000000      1.000000
FGB_ITGA5            0.000000   0.000000   1.000000      1.000000
FGB_ITGAM            0.000000   0.000000   1.000000      1.000000
FGB_ITGAV            0.000000   0.000000   1.000000      1.000000
FGB_ITGB1            0.000000   0.000000   1.000000      1.000000
FGB_ITGB2            0.000000   0.000000   1.000000      1.000000
FGF13_SCN5A          0.000000   0.000000   1.000000      1.000000
FGF14_FGFR1          0.000000   0.000000   1.000000      1.000000
FGF14_FGFR2          0.000000   0.000000   1.000000      1.000000
FGF14_FGFR3          0.000000   0.000000   1.000000      1.000000
FGF14_FGFR4          0.000000   0.000000   1.000000      1.000000
FGF21_FGFR2          0.000000   0.000000   1.000000      1.000000
FGF21_FGFR4          0.000000   0.000000   1.000000      1.000000
FGF23_FGFR1          0.000000   0.000000   1.000000      1.000000
FGF23_FGFR2          0.000000   0.000000   1.000000      1.000000
FGF23_FGFR3          0.000000   0.000000   1.000000      1.000000
FGF23_FGFR4          0.000000   0.000000   1.000000      1.000000
FGF23_PHEX           0.000000   0.000000   1.000000      1.000000
FGF3_FGFR1           0.000000   0.000000   1.000000      1.000000
FGF3_FGFR2           0.000000   0.000000   1.000000      1.000000
FGF3_FGFR3           0.000000   0.000000   1.000000      1.000000
FGF3_FGFR4           0.000000   0.000000   1.000000      1.000000
FGF4_FGFR1           0.000000   0.000000   1.000000      1.000000
FGF4_FGFR2           0.000000   0.000000   1.000000      1.000000
FGF4_FGFR3           0.000000   0.000000   1.000000      1.000000
FGF4_FGFR4           0.000000   0.000000   1.000000      1.000000
FGF4_NRP1            0.000000   0.000000   1.000000      1.000000
FGF5_FGFR1           0.000000   0.000000   1.000000      1.000000
FGF5_FGFR2           0.000000   0.000000   1.000000      1.000000
FGF5_FGFR3           0.000000   0.000000   1.000000      1.000000
FGF5_FGFR4           0.000000   0.000000   1.000000      1.000000
FGF6_FGFR1           0.000000   0.000000   1.000000      1.000000
FGF6_FGFR2           0.000000   0.000000   1.000000      1.000000
FGF6_FGFR3           0.000000   0.000000   1.000000      1.000000
FGF6_FGFR4           0.000000   0.000000   1.000000      1.000000
FGF6_SDC4            0.000000   0.000000   1.000000      1.000000
FGG_ITGA2B           0.000000   0.000000   1.000000      1.000000
FGG_ITGA5            0.000000   0.000000   1.000000      1.000000
FGG_ITGAV            0.000000   0.000000   1.000000      1.000000
FGG_ITGB1            0.000000   0.000000   1.000000      1.000000
FGG_ITGB2            0.000000   0.000000   1.000000      1.000000
FSHB_FSHR            0.000000   0.000000   1.000000      1.000000
GALP_GALR1           0.000000   0.000000   1.000000      1.000000
GALP_GALR2           0.000000   0.000000   1.000000      1.000000
GALP_GALR3           0.000000   0.000000   1.000000      1.000000
GAL_GALR1            0.000000   0.000000   1.000000      1.000000
GAL_GALR3            0.000000   0.000000   1.000000      1.000000
GAL_GPR151           0.000000   0.000000   1.000000      1.000000
GAST_CCKBR           0.000000   0.000000   1.000000      1.000000
GCG_GCGR             0.000000   0.000000   1.000000      1.000000
GCG_GLP1R            0.000000   0.000000   1.000000      1.000000
GCG_GLP2R            0.000000   0.000000   1.000000      1.000000
GDF2_ACVR1           0.000000   0.000000   1.000000      1.000000
GDF2_ACVR2A          0.000000   0.000000   1.000000      1.000000
GDF2_ACVR2B          0.000000   0.000000   1.000000      1.000000
GDF2_ACVRL1          0.000000   0.000000   1.000000      1.000000
GDF2_BMPR2           0.000000   0.000000   1.000000      1.000000
GDF2_ENG             0.000000   0.000000   1.000000      1.000000
GDF5_ACVR1           0.000000   0.000000   1.000000      1.000000
GDF5_ACVR2A          0.000000   0.000000   1.000000      1.000000
GDF5_ACVR2B          0.000000   0.000000   1.000000      1.000000
GDF5_BMPR1A          0.000000   0.000000   1.000000      1.000000
GDF5_BMPR1B          0.000000   0.000000   1.000000      1.000000
GDF5_BMPR2           0.000000   0.000000   1.000000      1.000000
GDF5_ROR2            0.000000   0.000000   1.000000      1.000000
GDNF_EDNRB           0.000000   0.000000   1.000000      1.000000
GDNF_GFRA1           0.000000   0.000000   1.000000      1.000000
GDNF_GFRA2           0.000000   0.000000   1.000000      1.000000
GDNF_RET             0.000000   0.000000   1.000000      1.000000
GDNF_SLC44A5         0.000000   0.000000   1.000000      1.000000
GH2_GHR              0.000000   0.000000   1.000000      1.000000
GHRH_GHRHR           0.000000   0.000000   1.000000      1.000000
GHRL_GHRHR           0.000000   0.000000   1.000000      1.000000
GHRL_GHSR            0.000000   0.000000   1.000000      1.000000
GHRL_MLNR            0.000000   0.000000   1.000000      1.000000
GIP_DPP4             0.000000   0.000000   1.000000      1.000000
GIP_GIPR             0.000000   0.000000   1.000000      1.000000
GIP_INSR             0.000000   0.000000   1.000000      1.000000
GNAI2_ADCY8          0.000000   0.000000   1.000000      1.000000
GNAI2_AGTR2          0.000000   0.000000   1.000000      1.000000
GNAI2_CXCR1          0.000000   0.000000   1.000000      1.000000
GNAI2_DRD2           0.000000   0.000000   1.000000      1.000000
GNAI2_LHCGR          0.000000   0.000000   1.000000      1.000000
GNAI2_MTNR1A         0.000000   0.000000   1.000000      1.000000
GNAI2_MTNR1B         0.000000   0.000000   1.000000      1.000000
GNAI2_OPRM1          0.000000   0.000000   1.000000      1.000000
GNAI2_P2RY12         0.000000   0.000000   1.000000      1.000000
GNAS_ADCY8           0.000000   0.000000   1.000000      1.000000
GNAS_ADRB3           0.000000   0.000000   1.000000      1.000000
GNAS_CRHR1           0.000000   0.000000   1.000000      1.000000
GNAS_GLP1R           0.000000   0.000000   1.000000      1.000000
GNAS_HTR6            0.000000   0.000000   1.000000      1.000000
GNAS_LHCGR           0.000000   0.000000   1.000000      1.000000
GNRH1_GNRHR          0.000000   0.000000   1.000000      1.000000
GNRH2_GNRHR          0.000000   0.000000   1.000000      1.000000
GRP_BRS3             0.000000   0.000000   1.000000      1.000000
GRP_NMBR             0.000000   0.000000   1.000000      1.000000
GUCA2A_GUCY2C        0.000000   0.000000   1.000000      1.000000
GUCA2B_GUCY2C        0.000000   0.000000   1.000000      1.000000
GUCA2B_GUCY2D        0.000000   0.000000   1.000000      1.000000
HCRT_HCRTR1          0.000000   0.000000   1.000000      1.000000
HCRT_HCRTR2          0.000000   0.000000   1.000000      1.000000
HLA-A_KIR3DL1        0.000000   0.000000   1.000000      1.000000
HLA-B_KIR3DL1        0.000000   0.000000   1.000000      1.000000
HLA-C_KIR3DL1        0.000000   0.000000   1.000000      1.000000
HLA-C_SLC9C2         0.000000   0.000000   1.000000      1.000000
HLA-E_KIR3DL1        0.000000   0.000000   1.000000      1.000000
HRG_FCGR1A           0.000000   0.000000   1.000000      1.000000
HSP90AA1_CFTR        0.000000   0.000000   1.000000      1.000000
IAPP_CALCR           0.000000   0.000000   1.000000      1.000000
IAPP_RAMP1           0.000000   0.000000   1.000000      1.000000
IAPP_RAMP2           0.000000   0.000000   1.000000      1.000000
IAPP_RAMP3           0.000000   0.000000   1.000000      1.000000
ICAM3_CLEC4M         0.000000   0.000000   1.000000      1.000000
IFNA10_IFNAR1        0.000000   0.000000   1.000000      1.000000
IFNA10_IFNAR2        0.000000   0.000000   1.000000      1.000000
IFNA13_IFNAR1        0.000000   0.000000   1.000000      1.000000
IFNA13_IFNAR2        0.000000   0.000000   1.000000      1.000000
IFNA14_IFNAR1        0.000000   0.000000   1.000000      1.000000
IFNA14_IFNAR2        0.000000   0.000000   1.000000      1.000000
IFNA16_IFNAR1        0.000000   0.000000   1.000000      1.000000
IFNA16_IFNAR2        0.000000   0.000000   1.000000      1.000000
IFNA17_IFNAR1        0.000000   0.000000   1.000000      1.000000
IFNA17_IFNAR2        0.000000   0.000000   1.000000      1.000000
IFNA1_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA1_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNA21_IFNAR1        0.000000   0.000000   1.000000      1.000000
IFNA21_IFNAR2        0.000000   0.000000   1.000000      1.000000
IFNA2_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA2_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNA4_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA4_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNA5_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA5_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNA6_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA6_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNA7_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA7_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNA8_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNA8_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNB1_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNB1_IFNAR2         0.000000   0.000000   1.000000      1.000000
IFNW1_IFNAR1         0.000000   0.000000   1.000000      1.000000
IFNW1_IFNAR2         0.000000   0.000000   1.000000      1.000000
IGF2_IGF1R           0.000000   0.000000   1.000000      1.000000
IGF2_IGF2R           0.000000   0.000000   1.000000      1.000000
IGF2_INSR            0.000000   0.000000   1.000000      1.000000
IHH_BOC              0.000000   0.000000   1.000000      1.000000
IHH_CDON             0.000000   0.000000   1.000000      1.000000
IHH_HHIP             0.000000   0.000000   1.000000      1.000000
IHH_PTCH1            0.000000   0.000000   1.000000      1.000000
IHH_PTCH2            0.000000   0.000000   1.000000      1.000000
IL12B_IL23R          0.000000   0.000000   1.000000      1.000000
IL13_IL13RA1         0.000000   0.000000   1.000000      1.000000
IL13_IL13RA2         0.000000   0.000000   1.000000      1.000000
IL13_IL2RG           0.000000   0.000000   1.000000      1.000000
IL13_IL4R            0.000000   0.000000   1.000000      1.000000
IL16_KCNJ4           0.000000   0.000000   1.000000      1.000000
IL17A_IL17RA         0.000000   0.000000   1.000000      1.000000
IL17A_IL17RC         0.000000   0.000000   1.000000      1.000000
IL17F_IL17RA         0.000000   0.000000   1.000000      1.000000
IL18_IL1RAPL1        0.000000   0.000000   1.000000      1.000000
IL1A_IL1R1           0.000000   0.000000   1.000000      1.000000
IL1A_IL1R2           0.000000   0.000000   1.000000      1.000000
IL1A_IL1RAP          0.000000   0.000000   1.000000      1.000000
IL1F10_IL1R1         0.000000   0.000000   1.000000      1.000000
IL21_IL21R           0.000000   0.000000   1.000000      1.000000
IL21_IL2RG           0.000000   0.000000   1.000000      1.000000
IL22_IL10RA          0.000000   0.000000   1.000000      1.000000
IL22_IL10RB          0.000000   0.000000   1.000000      1.000000
IL22_IL21R           0.000000   0.000000   1.000000      1.000000
IL22_IL22RA1         0.000000   0.000000   1.000000      1.000000
IL22_IL22RA2         0.000000   0.000000   1.000000      1.000000
IL23A_IL23R          0.000000   0.000000   1.000000      1.000000
IL26_IL20RA          0.000000   0.000000   1.000000      1.000000
IL31_IL31RA          0.000000   0.000000   1.000000      1.000000
IL31_OSMR            0.000000   0.000000   1.000000      1.000000
IL3_CSF2RB           0.000000   0.000000   1.000000      1.000000
IL3_IL3RA            0.000000   0.000000   1.000000      1.000000
IL4_CD53             0.000000   0.000000   1.000000      1.000000
IL4_IL13RA1          0.000000   0.000000   1.000000      1.000000
IL4_IL13RA2          0.000000   0.000000   1.000000      1.000000
IL4_IL2RG            0.000000   0.000000   1.000000      1.000000
IL4_IL4R             0.000000   0.000000   1.000000      1.000000
IL5_CSF2RB           0.000000   0.000000   1.000000      1.000000
IL5_IL5RA            0.000000   0.000000   1.000000      1.000000
IL9_IL2RG            0.000000   0.000000   1.000000      1.000000
IL9_IL9R             0.000000   0.000000   1.000000      1.000000
INHBC_ACVR1          0.000000   0.000000   1.000000      1.000000
INHBC_ACVR1B         0.000000   0.000000   1.000000      1.000000
INHBC_ACVR2A         0.000000   0.000000   1.000000      1.000000
INHBC_ACVR2B         0.000000   0.000000   1.000000      1.000000
INHBE_ACVR1          0.000000   0.000000   1.000000      1.000000
INHBE_ACVR1B         0.000000   0.000000   1.000000      1.000000
INHBE_ACVR2A         0.000000   0.000000   1.000000      1.000000
INHBE_ENG            0.000000   0.000000   1.000000      1.000000
INSL3_RXFP2          0.000000   0.000000   1.000000      1.000000
INSL5_RXFP3          0.000000   0.000000   1.000000      1.000000
INSL5_RXFP4          0.000000   0.000000   1.000000      1.000000
INS_IGF1R            0.000000   0.000000   1.000000      1.000000
INS_INSR             0.000000   0.000000   1.000000      1.000000
INS_LRP2             0.000000   0.000000   1.000000      1.000000
ITIH2_FCER1A         0.000000   0.000000   1.000000      1.000000
KLK3_EPOR            0.000000   0.000000   1.000000      1.000000
KRTAP4-12_AQP1       0.000000   0.000000   1.000000      1.000000
KRTAP4-12_CATSPER1   0.000000   0.000000   1.000000      1.000000
KRTAP4-12_CLDN2      0.000000   0.000000   1.000000      1.000000
KRTAP4-12_CNTFR      0.000000   0.000000   1.000000      1.000000
KRTAP4-12_DLK2       0.000000   0.000000   1.000000      1.000000
KRTAP4-12_LINGO1     0.000000   0.000000   1.000000      1.000000
KRTAP4-12_PDGFRB     0.000000   0.000000   1.000000      1.000000
KRTAP4-12_PLSCR4     0.000000   0.000000   1.000000      1.000000
LACRT_SDC1           0.000000   0.000000   1.000000      1.000000
LCN1_LMBR1L          0.000000   0.000000   1.000000      1.000000
LEFTY2_ACVR2B        0.000000   0.000000   1.000000      1.000000
LHB_LHCGR            0.000000   0.000000   1.000000      1.000000
LIN7C_HTR2C          0.000000   0.000000   1.000000      1.000000
LIN7C_KCNJ4          0.000000   0.000000   1.000000      1.000000
LPA_ITGAM            0.000000   0.000000   1.000000      1.000000
LPA_ITGB2            0.000000   0.000000   1.000000      1.000000
LPA_LRP2             0.000000   0.000000   1.000000      1.000000
LRP1B_PLAUR          0.000000   0.000000   1.000000      1.000000
LTF_GP9              0.000000   0.000000   1.000000      1.000000
MATN1_ITGA1          0.000000   0.000000   1.000000      1.000000
MATN1_ITGB1          0.000000   0.000000   1.000000      1.000000
MATN1_PTPRD          0.000000   0.000000   1.000000      1.000000
MBL2_CALCR           0.000000   0.000000   1.000000      1.000000
MBL2_CD93            0.000000   0.000000   1.000000      1.000000
MDK_PTPRZ1           0.000000   0.000000   1.000000      1.000000
MEPE_PHEX            0.000000   0.000000   1.000000      1.000000
MLN_MLNR             0.000000   0.000000   1.000000      1.000000
MUC7_SELL            0.000000   0.000000   1.000000      1.000000
MYOC_FZD1            0.000000   0.000000   1.000000      1.000000
MYOC_FZD10           0.000000   0.000000   1.000000      1.000000
MYOC_FZD3            0.000000   0.000000   1.000000      1.000000
MYOC_FZD4            0.000000   0.000000   1.000000      1.000000
MYOC_FZD7            0.000000   0.000000   1.000000      1.000000
NCAN_CDH2            0.000000   0.000000   1.000000      1.000000
NCAN_SDC3            0.000000   0.000000   1.000000      1.000000
NGF_SORCS3           0.000000   0.000000   1.000000      1.000000
NLGN1_NRXN1          0.000000   0.000000   1.000000      1.000000
NLGN1_NRXN2          0.000000   0.000000   1.000000      1.000000
NLGN1_NRXN3          0.000000   0.000000   1.000000      1.000000
NLGN2_NRXN1          0.000000   0.000000   1.000000      1.000000
NLGN3_NRXN1          0.000000   0.000000   1.000000      1.000000
NMB_BRS3             0.000000   0.000000   1.000000      1.000000
NMB_NMBR             0.000000   0.000000   1.000000      1.000000
NMS_NMUR1            0.000000   0.000000   1.000000      1.000000
NMS_NMUR2            0.000000   0.000000   1.000000      1.000000
NODAL_ACVR1B         0.000000   0.000000   1.000000      1.000000
NODAL_ACVR1C         0.000000   0.000000   1.000000      1.000000
NODAL_ACVR2A         0.000000   0.000000   1.000000      1.000000
NODAL_ACVR2B         0.000000   0.000000   1.000000      1.000000
NPB_NPBWR1           0.000000   0.000000   1.000000      1.000000
NPB_NPBWR2           0.000000   0.000000   1.000000      1.000000
NPFF_NPFFR1          0.000000   0.000000   1.000000      1.000000
NPFF_NPFFR2          0.000000   0.000000   1.000000      1.000000
NPPA_NPR1            0.000000   0.000000   1.000000      1.000000
NPPA_NPR3            0.000000   0.000000   1.000000      1.000000
NPPB_NPR1            0.000000   0.000000   1.000000      1.000000
NPPB_NPR2            0.000000   0.000000   1.000000      1.000000
NPPB_NPR3            0.000000   0.000000   1.000000      1.000000
NPS_NPSR1            0.000000   0.000000   1.000000      1.000000
NPVF_NPFFR1          0.000000   0.000000   1.000000      1.000000
NPVF_NPFFR2          0.000000   0.000000   1.000000      1.000000
NPW_NPBWR1           0.000000   0.000000   1.000000      1.000000
NPW_NPBWR2           0.000000   0.000000   1.000000      1.000000
NPY_FAP              0.000000   0.000000   1.000000      1.000000
NPY_MC4R             0.000000   0.000000   1.000000      1.000000
NPY_NPFFR2           0.000000   0.000000   1.000000      1.000000
NPY_NPY1R            0.000000   0.000000   1.000000      1.000000
NPY_NPY2R            0.000000   0.000000   1.000000      1.000000
NPY_NPY4R            0.000000   0.000000   1.000000      1.000000
NPY_NPY5R            0.000000   0.000000   1.000000      1.000000
NPY_PRLHR            0.000000   0.000000   1.000000      1.000000
NTN1_UNC5D           0.000000   0.000000   1.000000      1.000000
NTN3_CDON            0.000000   0.000000   1.000000      1.000000
NTN3_NEO1            0.000000   0.000000   1.000000      1.000000
NTNG1_LRRC4C         0.000000   0.000000   1.000000      1.000000
NTS_NGFR             0.000000   0.000000   1.000000      1.000000
NTS_NTSR1            0.000000   0.000000   1.000000      1.000000
NTS_NTSR2            0.000000   0.000000   1.000000      1.000000
NTS_SORT1            0.000000   0.000000   1.000000      1.000000
NXPH1_NRXN1          0.000000   0.000000   1.000000      1.000000
NXPH2_NRXN1          0.000000   0.000000   1.000000      1.000000
NXPH3_NRXN1          0.000000   0.000000   1.000000      1.000000
OBP2A_OR1G1          0.000000   0.000000   1.000000      1.000000
OLAH_MOG             0.000000   0.000000   1.000000      1.000000
OMG_LINGO1           0.000000   0.000000   1.000000      1.000000
OMG_NGFR             0.000000   0.000000   1.000000      1.000000
OMG_RTN4R            0.000000   0.000000   1.000000      1.000000
OMG_RTN4RL1          0.000000   0.000000   1.000000      1.000000
OMG_TNFRSF1B         0.000000   0.000000   1.000000      1.000000
OSTN_NPR3            0.000000   0.000000   1.000000      1.000000
OXT_AVPR1B           0.000000   0.000000   1.000000      1.000000
PDGFB_ART1           0.000000   0.000000   1.000000      1.000000
PDX1_SLC2A2          0.000000   0.000000   1.000000      1.000000
PDYN_OPRD1           0.000000   0.000000   1.000000      1.000000
PDYN_OPRK1           0.000000   0.000000   1.000000      1.000000
PDYN_OPRM1           0.000000   0.000000   1.000000      1.000000
PENK_MRGPRX1         0.000000   0.000000   1.000000      1.000000
PENK_OPRK1           0.000000   0.000000   1.000000      1.000000
PENK_OPRM1           0.000000   0.000000   1.000000      1.000000
PF4_CXCR3            0.000000   0.000000   1.000000      1.000000
PF4_FGFR2            0.000000   0.000000   1.000000      1.000000
PF4_LDLR             0.000000   0.000000   1.000000      1.000000
PF4_PROCR            0.000000   0.000000   1.000000      1.000000
PF4_SDC2             0.000000   0.000000   1.000000      1.000000
PF4_THBD             0.000000   0.000000   1.000000      1.000000
PLG_F2R              0.000000   0.000000   1.000000      1.000000
PLG_F2RL1            0.000000   0.000000   1.000000      1.000000
PLG_F3               0.000000   0.000000   1.000000      1.000000
PLG_FLT1             0.000000   0.000000   1.000000      1.000000
PLG_ITGA9            0.000000   0.000000   1.000000      1.000000
PLG_ITGAM            0.000000   0.000000   1.000000      1.000000
PLG_ITGB1            0.000000   0.000000   1.000000      1.000000
PLG_ITGB2            0.000000   0.000000   1.000000      1.000000
PLG_PLAUR            0.000000   0.000000   1.000000      1.000000
PLG_PLGRKT           0.000000   0.000000   1.000000      1.000000
PMCH_MCHR2           0.000000   0.000000   1.000000      1.000000
POMC_MC2R            0.000000   0.000000   1.000000      1.000000
POMC_MC3R            0.000000   0.000000   1.000000      1.000000
POMC_MC4R            0.000000   0.000000   1.000000      1.000000
POMC_MC5R            0.000000   0.000000   1.000000      1.000000
POMC_OPRK1           0.000000   0.000000   1.000000      1.000000
POMC_OPRM1           0.000000   0.000000   1.000000      1.000000
PPBP_CXCR1           0.000000   0.000000   1.000000      1.000000
PPBP_CXCR2           0.000000   0.000000   1.000000      1.000000
PPY_NPY1R            0.000000   0.000000   1.000000      1.000000
PPY_NPY2R            0.000000   0.000000   1.000000      1.000000
PPY_NPY4R            0.000000   0.000000   1.000000      1.000000
PPY_NPY5R            0.000000   0.000000   1.000000      1.000000
PRLH_PRLHR           0.000000   0.000000   1.000000      1.000000
PRL_PRLR             0.000000   0.000000   1.000000      1.000000
PROK1_PROKR1         0.000000   0.000000   1.000000      1.000000
PROK1_PROKR2         0.000000   0.000000   1.000000      1.000000
PROK2_PROKR1         0.000000   0.000000   1.000000      1.000000
PROK2_PROKR2         0.000000   0.000000   1.000000      1.000000
PSPN_GFRA4           0.000000   0.000000   1.000000      1.000000
PTGS2_PTGDR2         0.000000   0.000000   1.000000      1.000000
PTHLH_PRLHR          0.000000   0.000000   1.000000      1.000000
PTH_PTH1R            0.000000   0.000000   1.000000      1.000000
PTH_PTH2R            0.000000   0.000000   1.000000      1.000000
PTN_PTPRZ1           0.000000   0.000000   1.000000      1.000000
PYY_NPY2R            0.000000   0.000000   1.000000      1.000000
PYY_NPY4R            0.000000   0.000000   1.000000      1.000000
QRFP_P2RY14          0.000000   0.000000   1.000000      1.000000
QRFP_QRFPR           0.000000   0.000000   1.000000      1.000000
RAET1E_KLRK1         0.000000   0.000000   1.000000      1.000000
RBP3_NOTCH1          0.000000   0.000000   1.000000      1.000000
REN_ASIC3            0.000000   0.000000   1.000000      1.000000
REN_ATP6AP2          0.000000   0.000000   1.000000      1.000000
RIMS1_SLC18A3        0.000000   0.000000   1.000000      1.000000
RLN1_RXFP2           0.000000   0.000000   1.000000      1.000000
RLN2_RXFP2           0.000000   0.000000   1.000000      1.000000
RLN3_RXFP1           0.000000   0.000000   1.000000      1.000000
RLN3_RXFP2           0.000000   0.000000   1.000000      1.000000
RLN3_RXFP3           0.000000   0.000000   1.000000      1.000000
RLN3_RXFP4           0.000000   0.000000   1.000000      1.000000
RPH3A_NRXN1          0.000000   0.000000   1.000000      1.000000
RSPO2_LGR4           0.000000   0.000000   1.000000      1.000000
RSPO2_LGR5           0.000000   0.000000   1.000000      1.000000
RSPO2_LGR6           0.000000   0.000000   1.000000      1.000000
SCGB1A1_LMBR1L       0.000000   0.000000   1.000000      1.000000
SCGB1A1_LRP2         0.000000   0.000000   1.000000      1.000000
SCGB3A2_MARCO        0.000000   0.000000   1.000000      1.000000
SCT_SCTR             0.000000   0.000000   1.000000      1.000000
SERPINA7_SLC16A2     0.000000   0.000000   1.000000      1.000000
SFTPA1_TLR2          0.000000   0.000000   1.000000      1.000000
SHANK1_ABCA1         0.000000   0.000000   1.000000      1.000000
SHANK1_SSTR2         0.000000   0.000000   1.000000      1.000000
SHH_BOC              0.000000   0.000000   1.000000      1.000000
SHH_CDON             0.000000   0.000000   1.000000      1.000000
SHH_GPC5             0.000000   0.000000   1.000000      1.000000
SHH_HHIP             0.000000   0.000000   1.000000      1.000000
SHH_LRP2             0.000000   0.000000   1.000000      1.000000
SHH_PTCH1            0.000000   0.000000   1.000000      1.000000
SHH_PTCH2            0.000000   0.000000   1.000000      1.000000
SHH_SMO              0.000000   0.000000   1.000000      1.000000
SOST_LRP5            0.000000   0.000000   1.000000      1.000000
SOST_LRP6            0.000000   0.000000   1.000000      1.000000
SPINK1_NRSN1         0.000000   0.000000   1.000000      1.000000
SST_SSTR4            0.000000   0.000000   1.000000      1.000000
SST_SSTR5            0.000000   0.000000   1.000000      1.000000
SYTL3_NRXN1          0.000000   0.000000   1.000000      1.000000
TAC1_TACR3           0.000000   0.000000   1.000000      1.000000
TAC3_TACR1           0.000000   0.000000   1.000000      1.000000
TAC3_TACR2           0.000000   0.000000   1.000000      1.000000
TAC3_TACR3           0.000000   0.000000   1.000000      1.000000
TAC4_TACR1           0.000000   0.000000   1.000000      1.000000
TAC4_TACR2           0.000000   0.000000   1.000000      1.000000
TAC4_TACR3           0.000000   0.000000   1.000000      1.000000
THPO_MPL             0.000000   0.000000   1.000000      1.000000
TIMP3_AGTR2          0.000000   0.000000   1.000000      1.000000
TNC_PTPRZ1           0.000000   0.000000   1.000000      1.000000
TNFSF14_TNFRSF6B     0.000000   0.000000   1.000000      1.000000
TNFSF15_TNFRSF6B     0.000000   0.000000   1.000000      1.000000
TPH1_HTR1A           0.000000   0.000000   1.000000      1.000000
TPH1_HTR1B           0.000000   0.000000   1.000000      1.000000
TPH1_HTR1E           0.000000   0.000000   1.000000      1.000000
TPH1_HTR2C           0.000000   0.000000   1.000000      1.000000
TPH1_HTR4            0.000000   0.000000   1.000000      1.000000
TPH1_HTR5A           0.000000   0.000000   1.000000      1.000000
TPH1_HTR6            0.000000   0.000000   1.000000      1.000000
TRH_TRHR             0.000000   0.000000   1.000000      1.000000
TSHB_TSHR            0.000000   0.000000   1.000000      1.000000
UBA52_FSHR           0.000000   0.000000   1.000000      1.000000
